id	feedType	jobTitle	referenceId	referenceName	referenceURL	interest	location	description
1352474	Intern	4-H Afterschool Intern - Salt Lake City	0	Utah State University	http://api.simplyhired.com/a/job-details/view/jobkey-1cda72aa5118ae104c689153141fe2a8c029c8/rid-uwevlceqkxyegjvqmmntljzxsqoagxbq/cjp-5/hits-69	Teacher	Utah	The 4-H Afterschool program is accepting applications for an Intern who will give 4-H afterschool workshop presentations for elementary and middle school students and teach and support afterschool staff with 4-H curriculum and experiential learning. The successful applicant will work with USU staff on 4-H curriculum and programming.      1. Must be available for afterschool hours Monday through Friday 3:00-6:00 p.m. and some weekends and evening hours for 4-H programming. 2. Assist volunteers and afterschool staff with curriculum and lessons. 3. Give workshop presentations for elementary and middle school students. 4. Teach and support afterschool staff members with 4-H curriculum and experiential learning. 5. Work closely with USU staff on 4-H curriculum and programming.      1. Experience in working with and teaching children and adults. 2. Ability to create activities to coordinate with curriculum. 3. Excellent written and oral communication skills. 4. Ability to interact with students and staff in a professional manner.>
1352475	Intern	Software Engineer Intern	53403	Blackbaud	http://api.simplyhired.com/a/job-details/view/jobkey-6503.e4069f3fa1e28e01b1135fb12665be3c/rid-uwevlceqkxyegjvqmmntljzxsqoagxbq/cjp-6/hits-69	Teacher	"Austin, TX"	"We are looking for someone to help us develop software that will enable nonprofit organizations to raise millions of dollars every year.? We need smart people that like solving customer problems in software.? The solutions you write will be used by millions of people on the Internet when they go to donate to the American Red Cross, the American Cancer Society and all of our other 28,000+ clients.? We power the most popular nonprofit web sites on the Internet. Please note: Must be eligible to work in the United States without any sponsorships. Summary: As a Blackbaud Software Engineer Intern, you will work as a team of engineers to rapidly develop and deploy Blackbaud software to our production systems in a SaaS model.? You should be passionate about customer satisfaction and customer success.? ? Description: Creates Blackbaud software Loves solving problems Enjoys working with a focused team Wants to learn from others and also teach others Preferred Skills: OO skills Database skills a plus Capable of completing tasks on schedule Good verbal and written communication skills Ability to work well on a team with others>"
1352476	Intern	Alaskans Education Intern	0	University of Alaska	http://api.simplyhired.com/a/job-details/view/jobkey-4e32c4a0ae79cbe8cf396bfd40fc9e69f39d70f8/rid-uwevlceqkxyegjvqmmntljzxsqoagxbq/cjp-7/hits-69	Teacher	"Fairbanks, AK"	"Join the Education & Public Programs team at the University of Alaska Museum of the North. We are seeking a student intern to assist with school field trip programs, museum family days, and special events. In addition, the intern will work with our teaching collection: cataloging objects, creating database entries, processing loans, and conducting research for labels and kits.  Must be an able to work under minimal supervision and also work well within a team setting. Strong leadership skills are desired.  The position is filled through the Alaskans Internship Program, funded by The Alaskans, a social club formed in 1958 by a group interested in the well being of the state of Alaska.   MINIMUM QUALIFICATIONS:  Resident of Alaska and a graduate of an Alaskan high school.  Full time UAF student in good academic standing, graduate or undergraduate.  Preference will be give to students who indicate a desire to remain in Alaska following graduation and whose job experiences, academic major, and interest best match the mission of the Museum.  Intern must be willing to prepare a brief report about their internship for The Alaskans.  Attention to detail important. Experience with database work preferred.  Knowledge of Alaska natural and cultural history desired.  Background in Education or Interpretation desired.   Please submit a resume, cover letter and contact information for 3 references.  If you have questions about this position, please email museum.education@uaf.edu.  If you have trouble applying to this posting, please call the UAF UAKjobs Help Desk at 907-474-5563.>"
1352477	Intern	Child Development Center Preschool - Internship	0	California State University Stanislaus	http://api.simplyhired.com/a/job-details/view/jobkey-ff7c4476a054e3a99fc2d17ef6f9a764784b8ea/rid-uwevlceqkxyegjvqmmntljzxsqoagxbq/cjp-8/hits-69	Teacher	"Turlock, CA"	"This position will perform duties to include, but not limited to  ?  Support as needed a developmental program for children ages 3-5 years with supervision by University faculty and staff.  ?  Duties include;  Development and implementation of lesson plans; child, self, and program assessments; assist to supervise laboratory  students, and coordinate family events.  ?  Daily responsibilities include application of ethical guidelines for behavior as outlined in professional resources.  ?  Record keeping, preparing and maintaining the classroom environment, implementing individual, small-group, and large-group activities.  ?  Facilitate meals, napping, and toileting routines; communication with families.  ?  Perform other duties or projects as assigned.   ?  Undergraduate students must be registered/enrolled in a minimum of six (6) Fall/Spring units.  ?  Post-baccalaureate students must be registered in a minimum of four (4) Fall/Spring units in a graduate program.  ?  Must meet all other eligibility requirements per the Student Employment Policies (see  http//www.csustan.edu/hr/EmployeeResources/HiringStudentAssistants.html).  ?  Completion of at least 6-12 units of Child Development or Early Childhood Education coursework, required.  ?  Preschool or Infant/Toddler teaching experience strongly preferred.  ?  Successful interview & supportive references. Attend Orientation Training. One Academic Year commitment strongly preferred.  ?  Health clearance and TB screening, Pediatric First Aid and CPR Certification.  ?  Enrollment in CDEV 4945 OR 4946  ?  The successful candidates must be fingerprinted and successfully pass a background check  prior to working with minor children  , which  may include checks of employment records, criminal records, civil records, and motor vehicle records.>"
1352478	Intern	"Internship, Accreditation, And/or Technology Support Student"	0	Weber State University	http://api.simplyhired.com/a/job-details/view/jobkey-5f67708f6df6244ed8612727334db358694ed5ed/rid-uwevlceqkxyegjvqmmntljzxsqoagxbq/cjp-9/hits-69	Teacher	"Ogden, UT"	"The successful applicant will assist with technology in the classroom, work with faculty to build a database of quality internship sites, and/or assist faculty with triangulation of outcomes assessment data for accreditation. Within these areas, the student employee will be a team player with the HPHP faculty and staff and work toward promoting the success of position goals by coordinating efforts with faculty, on and off campus sites, and past and present student interns. These efforts will require good communication and customer service with the customer poised to be faculty, students, and community sites.  Specific duties: - Load specific iPad education apps on the department's iPads within the iPad teaching cart for faculty and student use in the classroom and communicating the functionality and benefit of the app. - Assist faculty with podcasting and videography. - Compile survey results using Excel. - Format assessments for delivery and outcome measurement. - Assist with program assessment by conducting student focus groups, exit surveys, program standards surveys, student satisfaction polls, etc. - Communicate with clinical and internship sites to update site, contact personnel, and contractual information under the purview of faculty leadership. - Work with student interns to rate practicum sites and student field experiences based on appropriateness and alignment to program objectives, and organizing and building a database of quality internship sites. - Maintain program bulletin boards (e.g., post internship and job opportunities, promotional items for Health Promotion and Human Performance student interest events, etc.)      To apply, complete the online application and attach a resume, cover letter and the names and contact information for three references.  If you are hired, please keep in mind that you will need to complete the appropriate documents in payroll prior to being paid.  The screening of applicants will begin immediately and will remain open until filed.  Criminal Background check is required as a condition of employment.  WSU is an AA/EO employer.      Junior or Senior with a GPA of 3.0 or higher; computer, iPad, and technology skills; data entry and analysis experience or coursework; proficient in MS word, Excel, Chitester, and Canvas; communicate and work well with faculty and students.>"
1352479	Full Time	VA to make calls-Recruiter - Admin Assistant Research Telephone Handling	0	Elance.com	http://api.simplyhired.com/a/job-details/view/cparm-cF9pZD00NzQ2MSZ6b25lPTYmaXA9JmNvdW50PTUwJnN0YW1wPTIwMTMtMDktMTggMDU6MTg6MjAmY291bnRyeT11cyZwdWJsaXNoZXJfY2hhbm5lbF9pZHM9JmFfaWQ9MjI1OTMmY19pZD0yMTI3MiZjcGM9MC4xJnBvcz0xJmhhc2g9MGMxZmNjMGE3MDIwNGE2MTIwYThkZjRlYmM4NDVmNGM%3D%3B08383246cf6dc45888c7502516195d7f/jobkey-8060.46791436/rid-cfuqrdlqzsibskabeigvzlhnnxyejvwq/pub_id-47461/cjp-0/hits-7976	Recruiter	"Henrico, VA"	We need an assistant to make phone calls. You will be making phone calls to persons expressing an interest in working with us. You will be provided with a script and all things needed to be successful. This job may open up to include more work with more hours. We are looking for someone who has the availability to dedicate 20 hours per week. The ideal candidate will have some experience in recruiting and/or training. We are looking to fill this position very soon. We will not entertain bids from companies. You must be an individual to apply. ****UPDATE******Must have the capability to make unlimited calls to the U.S. Must already have tools in place to begin work immediately. ***MUST SPEAK FLUENT ENGLISH*** ****MUST ALSO BE AVAILABLE BETWEEN 8AM AND 5PM EST***** Desired Skills: Admin Assistant Research Telephone Handling>
1352480	Full Time	Upload Photos for Recruiter Listings On My site. - Admin Assistant Computer Skills Data Entry	0	Elance.com	http://api.simplyhired.com/a/job-details/view/cparm-cF9pZD00NzQ2MSZ6b25lPTYmaXA9JmNvdW50PTUwJnN0YW1wPTIwMTMtMDktMTggMDU6MTg6MjAmY291bnRyeT11cyZwdWJsaXNoZXJfY2hhbm5lbF9pZHM9JmFfaWQ9MjI1OTMmY19pZD0yMTI3MiZjcGM9MC4xJnBvcz0yJmhhc2g9MGMxZmNjMGE3MDIwNGE2MTIwYThkZjRlYmM4NDVmNGM%3D%3B022e7b01ce62d44c41ab8e233e937c0a/jobkey-8060.46904595_68102/rid-cfuqrdlqzsibskabeigvzlhnnxyejvwq/pub_id-47461/cjp-1/hits-7976	Recruiter	"Omaha, NE"	"I'm building a database of recruiters in the US, , and I need someone to upload photos to the listings on my site. You will be given a login and access to the site so there is no need to create a profile. When you login the listings are already created in your profile. You will need to click on the listings that bring you to the recruiters listing. Then click on the website url on the listing and find the company's facebook page and download the photo from their facebook page then upload it to the proper profile. Check out the link above to have a look at the site and get a good idea of what you will be doing. There are roughly 900 listings that need photos. Please submit your bid. Desired Skills: Admin Assistant Computer Skills Data Entry>"
1352481	Full Time	Data Entry capaigning fundraising - Recruiter Data Analytics Research Data Entry COM Email PayPal Development Customer Service Computer Skills Admin Assistant	0	Elance.com	http://api.simplyhired.com/a/job-details/view/cparm-cF9pZD00NzQ2MSZ6b25lPTYmaXA9JmNvdW50PTUwJnN0YW1wPTIwMTMtMDktMTggMDU6MTg6MjAmY291bnRyeT11cyZwdWJsaXNoZXJfY2hhbm5lbF9pZHM9JmFfaWQ9MjI1OTMmY19pZD0yMTI3MiZjcGM9MC4xJnBvcz0zJmhhc2g9MGMxZmNjMGE3MDIwNGE2MTIwYThkZjRlYmM4NDVmNGM%3D%3Bec276a8324f9499f6b64d6ac17d8e9e0/jobkey-8060.46899249_64101/rid-cfuqrdlqzsibskabeigvzlhnnxyejvwq/pub_id-47461/cjp-2/hits-7976	Recruiter	"Kansas City, MO"	"Hi This job is pretty simple but repetitive.I am looking for some one who can post the material i provide in to different crowdfunding websites.I will provide the websites and the material to post.This job will have ongoing assignments and money can be made on . The initial pay is very less ideal for a housewife or student who wants to make some pocket money.The commission on this job will be very high . so this is about fundraising you will be paid a commission based on amount raised 5 % and also a base 20 dollars for completing the postings.There will be close to 50 websites to post to so you will be paid 2.50 dollars for each website you post to i will give you login details.This is basically a copy and paste job after the first post if you understand. Future possibilities include "" Recruiter"" Data Analysis and internet research ,from home oppurtunities with steady more base salary enough for you to be able to make good money. a time frame to finish the job the job should not take more than a week ideally would prefer someone who can finish and report in 7 days. for complete payment after verification is done at my end . Please let me know your background ,country of origin and email for further communication.Examples of future jobs would include.These are small and big assignments with variable pay ranging from 20 -2000 dollars depending on the projects depends on how the first assignment is accomplished. 1)Data analysis and research 2)Enabling paypal on website 3)Recruiting for companies in the usa. 4)customer service I am looking for some one long term so if you like to make staedy income from home you are a house wife and or student or just want to make pocket money please respond . You will be paid in full after completion of the project and will be given your next assighnment in a month from then. looking forward to hearing from you .to get started asap. Thank You Saurav Desired Skills: Recruiter Data Analytics Research Data Entry COM Email PayPal Development Customer Service Computer Skills Admin Assistant>"
1352482	Full Time	Clerk-RECRUITED-CCR	0	Procuretechstaff	http://api.simplyhired.com/a/job-details/view/jobkey-7114.2858296/rid-cfuqrdlqzsibskabeigvzlhnnxyejvwq/cjp-3/hits-7976	Recruiter	"Monmouth Junction, NJ"	One of our client is looking for Clerk-RECRUITED-CCR at MONMOUTH JUNCTION NJ JOB DESCRIPTION: Responsible for performing routine clerical duties in accordance with standard administrative procedures. WORK HOUR:10:00 p.m. - 6:30 a.m.>
1352483	Full Time	HR Recruiting Internship Program	0	Eastern Michigan University	http://api.simplyhired.com/a/job-details/view/jobkey-94c932d4244430b4e69a177f1b96f86548986c6/rid-cfuqrdlqzsibskabeigvzlhnnxyejvwq/cjp-4/hits-7976	Recruiter	"Ypsilanti, MI"	"Support the efficient and effective operation of the Recruitment function by providing front line service to staff, external applicants and hiring authorities by promoting a positive client centered organizational culture.   Generate and maintain paper and electronic personnel files and recruitment records (job posting files, travel expenses, and selection methods).Image and index staff personnel documents.Collect, verify, and audit Form I-9s.Assist in the Employee Consultant/Temporary employment process.Complete onboarding activities including background investigations, new hire PAFs, offer letters, and orientation.Respond to inquiries and complaints received from faculty, staff, students, outside agencies, and the public; including obtaining and providing routine information about HR related policies and procedures.Provide supervision and coordination of duties and work flow for assigned student employees and back-up supervision to students working the front desk.Work with the recruitment team to identify training needs within the work unit, and provide on-the-job training of student support staff.Administer the verification of employment process.   Bachelor’s degree, preferably in Business Administration, Human Resource Management, or related behavioral science field is required.>"
1352484	Full Time	Junior Recruiter	0	Schumacher Group	http://api.simplyhired.com/a/job-details/view/jobkey-1644da51ee818c39253388d32f47eac833a8ac/rid-cfuqrdlqzsibskabeigvzlhnnxyejvwq/cjp-5/hits-7976	Recruiter	"Chattanooga, TN"	"Job Function  The Junior Recruiter position is a great way to get your foot in the door to work in the recruiting industry. Learn how to: recruit physicians, physician assistants and nurse practitioners to work with The Schumacher Group for the purpose of providing staffing services to hospitals and clinics around the US. As a Junior Recruiter you will learn how to source and screen candidates in order to provide Schumacher Group’s recruiters with viable and dependable candidate leads. A complete training program will be provided.  Job Responsibilities  * Performs sourcing, and screening of physicians nationwide * Builds and maintains a pipeline of candidates by recording candidate data in the Schumacher Group database * Places cold telephone calls to achieve recruiting goals and to identify potential candidates for employment * Uses various internet technologies to search and source candidates * Provides printed information about Schumacher Group and employment opportunities to prospective physicians, physician assistants and nurse practitioners in order to recruit them * Works collaboratively with other team members in order to support various recruiters and their regions * Provider candidate marketing research  Educational Qualifications  * BS/BA Degree desired or equivalent work experience in sales or the medical industry  Previous Experience  * Recruiting, sales or staffing experience preferred  Special Skills  * Charismatic and energetic personality that will excel in cold calling and referral follow-up calls to physicians looking for work * Strong decision-making/judgment skills * Exceptional negotiation/persuasion skills * Good computer skills (MS Office, word-processing, spreadsheet, database management) * Ability to work with minimal supervision/direction * Ability to work well with deadlines and stressful situations * Ability to thrive in a team environment  Schumacher Group provides competitive benefits and salaries to its employees and is committed to employee development and workplace satisfaction.  Our current offerings, which may vary by employment status, location, and/or division, include:  * Medical, Dental and Vision Coverage * Basic and Supplemental Employee Life Insurance * Supplemental Spouse and Dependent Life Insurance * Short Term and Long Term Disability * 401(k) Plan with a Company match * Additional Voluntary Benefits such as Cancer Insurance, Critical Assist, Medical Gap Coverage, and Accident Coverage * Flexible Spending Accounts * Employee Assistance Program * Credit Union * Paid Time Off * Paid Holidays * Employee Discount Programs * Wellness assessment and activities  Schumacher Group is committed to excellent medicine, excellent service, and excellent business, all to be accomplished with excellent character. We make ongoing investments in our most valuable asset, our people, through continuous learning and development. We also support and encourage participation in a variety of community and charitable events.  The above list is a general listing of benefits that promote healthy living and work-life balance. Benefits may differ based on employment status, location, and division.>"
1352485	Full Time	HR RECRUITING INTERNSHIP	0	C&A Industries	http://api.simplyhired.com/a/job-details/view/jobkey-0548ce2e74d4feac83b7577d9c0932ae7512/rid-cfuqrdlqzsibskabeigvzlhnnxyejvwq/cjp-6/hits-7976	Recruiter	"Omaha, NE"	"Secure a paid HR Recruiting Internship with C&A Industries, a national leader in the staffing industry and an Omaha Best Places To Work recipient in 2009, 2010, 2011, 2012 & 2013. We have an Intern opening in our corporate Human Resources Department at 136th & Dodge. Work 20-25 hours per week (flexible scheduling available) until next May or throughout the summer of 2014 with the potential to join C&A on a regular, full-time basis upon graduation. You'll be engaged in a variety of corporate recruiting activities including: * Sourcing sales, recruiting, and administrative candidates. * Attending job fairs/events. * Assisting in college recruiting efforts. * Screening applicants. * Assisting with candidate interviews. * Administering pre-employment assessments. * Coordinating job posting content and managing job boards. * Writing recruiting blogs. * Working on projects with the HR Director. * And more!! Ideal candidates will be a Junior or Senior student at a Nebraska college working toward a degree in Human Resources, Communications, Business Administration, or Marketing. Candidates will complete a series of assessments and interviews and must demonstrate the knowledge, skills, abilities, and competencies to work in the Human Resources profession. We're looking to fill this Internship ASAP, so apply today to be considered. To apply, go to www.ca-industries.com and click on the ""Careers"" link to connect to the job posting/e-application. To learn more about C&A Industries, visit our web page at: www.ca-industries.com Position: Human Resources Professional Physical Abilities: Up to 10lbs To be considered for this opportunity, select 'Apply Online'. EOE / E-Verify / AAE>"
1352486	Full Time	INTERNSHIP- Recruitment Coordinator	0	Platinum Plus Management- Executive Search Firm	http://api.simplyhired.com/a/job-details/view/jobkey-15504.a17b1dc5ac16f4811c606d65d28af25c/rid-cfuqrdlqzsibskabeigvzlhnnxyejvwq/cjp-7/hits-7976	Recruiter	"Charlotte, NC"	"INTERNSHIP (UNPAID) Recruitment Coordinator Charlotte, NC Provide HR and administrative support to the Director of Staffing and the recruitment team. Assist with posting of all positions, maintain and update HR database, schedule all interviews, track all recruitment activity and create staffing reports on as needed basis, distribute candidate materials, complete background checks, assist the recruitment team with candidate communications, and other duties as assigned. Scope: The Recruitment Coordinator will coordinate and conduct a wide variety of recruitment related projects and activities of routine and complex nature; may handle full recruitments of assigned positions/departments and provide recruitment coverage in areas as needed. Collaborates with customer groups to evaluate short and long term staffing needs, critical to patient care needs in a way that promotes fiscal responsibility. Some of the duties include: Posts positions on Human Resources applicant tracking software (ATS) and selected sites for advertising positions. Tracks all applications through the process by inputting each applicant on the applicant tracking log and files all applicants who have been rejected in a central file. Recruiting Evaluates all candidate applications for minimum qualifications and prescreens qualified, competitive candidates Supports all aspects of pre-employment activities Completes Reference checks. Collects and stores interview guides and interview Electronically provide the candidate with the approved company application and related reading materials Interview Scheduling Develop and coordinate timely interview schedules for candidates utilizing the clients' internal email calendar technology (usually using Microsoft Outlook).Which includes: Manage any schedule changes and modify the schedule accordingly. Email candidate resume (and any other required documents) and interview schedule to the interview team and candidate. Communicate directly with candidates and coordinate all related travel arrangements following the corporate travel guidelines. Communicate with contingency agencies (when used) and share interview schedule details and information accordingly Schedule all preparation meetings (debriefs) with the appropriate Recruitment Relationship Manager Create offer letters using the client's HR systems and obtain the necessary approvals. Ensure all information is accurately reflected and all supporting documentation is provided. Administrative Processes expenses for the Recruitment Team and candidates Manages and maintains recruitment files. Sends correspondence letters (postcards, offers and rejections. Coordinates employment Job Fairs. Additional recruitment support includes but is not limited to: responding to questions about the on-line application process and answering inquiries about the status of positions; facilitating/coordinating redeployment process; maintaining/tracking recruitment invoices; and advertising/marketing liaison. Marketing/Creativity Assists in development of brochures, flyers and advertisement for recruitment purposes. Responsible for identifying, preparing for and attending networking activities such as career fairs, professional association meetings, and high school, university/college events. Participate on teams to boost recruiting efforts and development innovative techniques to remain current in the market.. . Required skills include: Required: 3rd or 4th year college undergraduate student Two or more years of administrative experience with at least 1 year in a professional environment. Excellent oral and written communication skills. Extreme detail orientation and ability to manage multiple assignments simultaneously Intermediate or advanced knowledge of Microsoft Office especially Outlook, Word and Excel. Ability to establish and maintain effective working relationships with external and internal clients and to work effectively with remote recruitment staff. Communicates in a courteous and professional manner. Ability to maintain a high degree of confidentiality To apply for this role please submit your cv/resume to: tsims@ppmexec.com Platinum Plus Management, LLC is an equal opportunity employer committed to a diverse work force and a safe and healthy work environment for all employees.>"
1352487	Full Time	Donor Recruitment Representative	37146	American Red Cross	http://api.simplyhired.com/a/job-details/view/jobkey-aeaef86c0ffde4beff52e25d7da1152e658f86/rid-cfuqrdlqzsibskabeigvzlhnnxyejvwq/cjp-8/hits-7976	Recruiter	"Quincy, IL"	"Sales and Event Planning Representative  Help save lives with your sales and event planning experience at the American Red Cross.  Join our Donor Recruitment Team to ensure there is an adequate blood supply for accident victims, premature babies and other hospital patients in Central Illinois Heart of America Region.  Responsibilities include:  ·         Maintaining strong relationships with existing organizations that host blood drives in possible the following: Adams & Brown counties in Illinois and Marion county in Missouri.  ·         Finding new businesses, schools, houses of worship, etc., to coordinate blood drives and recruit blood donors  ·         Creating territory-specific donor recruitment strategies  ·         Partnering with local media, community event organizers  ·         Educating groups in order to increase blood collections  The American Red Cross is looking for an individual who is:  ·         Dedicated to the mission and success of the American Red Cross  ·         Able to work well independently with a strong sense of urgency  ·         Dynamic and persuasive, a strong closer  ·         Able to excel in challenging environments and adjust quickly to changing conditions  ·         Self-disciplined and organized  ·         An engaging and enthusiastic public speaker  ·         An excellent communicator and able to motivate and persuade others  ·         Flexible – the need for blood is constant and this position requires some evening, weekend and holiday work.  This is a goal-driven sales position with a competitive base salary and a healthy monthly incentive program.  The Red Cross offers an excellent work environment, a chance to make a meaningful difference in the community, and many opportunities for advancement and career development.  The Red Cross offers outstanding benefits:  ·   Medical·         Dental ·         Vision ·    Automatic & matching 401K contribution·         403B savings plan ·         Health savings account·         Flexible spending account·         Dependent care savings accounts·         Very generous paid time off and much more  As an Affirmative Action/Equal Opportunity Employer, well-qualified women, minorities, veterans and persons with disabilities are encouraged to apply.  To apply please visit our website: http://www.americanredcross.apply2jobs.com Reference Requisition (BIO36308)  www.americanredcross.apply2jobs.com...  *LI-AN1>"
1352488	Full Time	HR College Recruiting Assistant	94985	Manpower	http://api.simplyhired.com/a/job-details/view/jobkey-14736.USA_111336/rid-cfuqrdlqzsibskabeigvzlhnnxyejvwq/cjp-9/hits-7976	Recruiter	"New Providence, NJ"	"HR College Recruiting Assistant: This is a great opportunity for a recent college grad or someone that is looking to get into HR. Coordinate the shipment of materials to career fairs and information sessions. Assist in scheduling on-campus interviews for fall recruiting season. Access schools on line posting system and pull resumes for review. Interface with hiring mangers and candidates to schedule home office interviews. Book travel for interviews, flights and hotel. Other HR Administrative duties as needed. Experience Required Strong Organizational skills. Ability to Multi-task. Time Management skills.Should have experience with Lotus Notes email and calendar. Customer service skills. Prior experience scheduling interviews. Prior college recruiting experience a plus. Computer Skill Required, MS PowerPoint, MS Excel, MS Word. Education Required: Bachelors Degree HR College Recruiting Assistant>"
1352489	Intern	Recruiter Collegiate Intern Programs	4844	Nike	http://api.simplyhired.com/a/job-details/view/jobkey-ff9995bfaa77cae416a7bf0dede5882596ffb/rid-slxvthdnusxinarsdligzealbseayfpa/cjp-3/hits-493	Recruiter	"Portland, OR"	"As our College Recruiter, you'll support Nike's Internship and University programs to establish our brand as the employer of choice for emerging, diverse talent on college campuses. The intended outcomes are to (1) deliver a premium internship program; (2) source top diverse talent as interns and FTEs. You'll execute on the strategic vision of the Nike Intern Program set in collaboration with the manager. You'll set the program's calendar, gates and components-application deadlines, job postings, ten-week internship period, CFE schedule, etc. You'll be responsible for all aspects of intern experience including:  planning, preparation, and execution. You'll execute on the high-level vision set in collaboration with the manager. You'll manage partnerships with Nike's Core Universities; both graduate, MBA and undergraduate. You'll research and report on the best means to tap into the university-relevant academic programs/majors, school initiatives, student orgs, and the athletic department. You'll develop ongoing partnerships with career services, faculty and student organizations. You'll identify, work with, and update passionate alumni and/or school stakeholders at Nike who want to be involved in our partnerships. You'll maintain an active contacts list to ensure continuity year to year. You'll travel to serve as the Nike representative for on-campus appearances. You'll partner, where relevant, to identify unique classroom opportunities like Nike guest speakers, Nike case studies, etc. You'll develop all communication materials used for on-campus efforts. You'll source top talent from core campuses and serve as advocate for this talent internally at Nike. You'll maintain updated knowledge of changes and nuances in college programs and curriculums to better assist in candidate sourcing to meet business needs. You'll manage partnerships with select organizational partners to enhance diverse college recruiting. You'll manage data, requisitions and reporting related to College in Taleo. In addition, you'll maintain knowledge of Nike's business and Brand initiatives to drive internal and external credibility.406229      Ability to present and communicate with all levels of management and academia in order to create strong partnerships  Experience communicating a corporate brand for the purposes of establishing and developing relationships with vendors and universities  Strong organizational skills  Demonstrated ability to effectively manage multiple projects and competing priorities We're interested in learning more about you and appreciate you taking the time to apply online.>"
1352490	Intern	Intern - State Farm Agent Team Member (Recruiting Focus)	0	Breck Taylor - State Farm Agent	http://api.simplyhired.com/a/job-details/view/jobkey-17150.297963/rid-slxvthdnusxinarsdligzealbseayfpa/cjp-4/hits-493	Recruiter	"Piedmont, SC"	"Position Overview Looking for a part-time job that provides meaningful work and competitive compensation? Consider a position in a State Farm Agent's office. Responsibilities Develop leads, schedule appointments, identify customer needs, and market appropriate products and services.Establish...>"
